SummonerMatchId,SummonerFk,MatchFk,ChampionFk
21428,648,EUW1_7569109524,517
21429,648,EUW1_7569046413,5
21430,648,EUW1_7569001667,76
21431,648,EUW1_7568974698,121
21432,648,EUW1_7568923942,32
21433,648,EUW1_7568305477,141
21434,648,EUW1_7567223290,141
21435,648,EUW1_7567179849,876
21436,648,EUW1_7567095095,102
21437,648,EUW1_7567062696,254
21438,649,EUW1_7569407763,11
21439,649,EUW1_7568156659,25
21440,649,EUW1_7568096139,14
21441,649,EUW1_7566214804,9
21442,649,EUW1_7564717255,19
21443,649,EUW1_7563683499,74
21444,649,EUW1_7562062192,19
21445,649,EUW1_7557372068,14
21446,649,EUW1_7557146385,14
21447,649,EUW1_7557059015,15
21448,649,EUW1_7553214053,14
21449,649,EUW1_7553155463,74
21450,649,EUW1_7553092527,240
21451,649,EUW1_7549786649,14
21452,649,EUW1_7548062353,412
21453,649,EUW1_7546371699,131
21454,649,EUW1_7543180108,19
21455,649,EUW1_7540604578,266
21456,649,EUW1_7540472691,268
21457,649,EUW1_7540375063,74
21458,649,EUW1_7569407763,11
21459,649,EUW1_7568156659,25
21460,649,EUW1_7568096139,14
21461,649,EUW1_7566214804,9
21462,649,EUW1_7564717255,19
21463,649,EUW1_7563683499,74
21464,649,EUW1_7562062192,19
21465,649,EUW1_7557372068,14
21466,649,EUW1_7557146385,14
21467,649,EUW1_7557059015,15
21468,649,EUW1_7553214053,14
21469,649,EUW1_7553155463,74
21470,649,EUW1_7553092527,240
21471,649,EUW1_7549786649,14
21472,649,EUW1_7548062353,412
21473,649,EUW1_7546371699,131
21474,649,EUW1_7543180108,19
21475,649,EUW1_7540604578,266
21476,649,EUW1_7540472691,268
21477,651,EUW1_7569057760,5
21478,651,EUW1_7568900967,86
21479,651,EUW1_7568483475,81
21480,651,EUW1_7568445649,34
21481,651,EUW1_7568302797,201
21482,651,EUW1_7568268321,84
21483,651,EUW1_7568230832,40
21484,651,EUW1_7568189448,44
21485,651,EUW1_7567748736,902
21486,651,EUW1_7567718096,86
21487,651,EUW1_7567417775,86
21488,651,EUW1_7567382554,12
21489,651,EUW1_7566828756,910
21490,651,EUW1_7566797367,31
21491,651,EUW1_7566742745,127
21492,651,EUW1_7565996942,96
21493,651,EUW1_7565955020,43
21494,651,EUW1_7564355053,40
21495,651,EUW1_7564306613,86
21496,651,EUW1_7563041635,86
21497,651,EUW1_7569057760,5
21498,651,EUW1_7568900967,86
21499,651,EUW1_7568483475,81
21500,651,EUW1_7568445649,34
21501,651,EUW1_7568302797,201
21502,651,EUW1_7568268321,84
21503,651,EUW1_7568230832,40
21504,651,EUW1_7568189448,44
21505,651,EUW1_7567748736,902
21506,651,EUW1_7567718096,86
21507,651,EUW1_7567417775,86
21508,651,EUW1_7567382554,12
21509,651,EUW1_7566828756,910
21510,651,EUW1_7566797367,31
21511,651,EUW1_7566742745,127
21512,651,EUW1_7565996942,96
21513,651,EUW1_7565955020,43
21514,651,EUW1_7564355053,40
21515,651,EUW1_7564306613,86
21516,652,EUW1_7569483314,517
21517,652,EUW1_7569430075,517
21518,652,EUW1_7569372361,92
21519,652,EUW1_7569322969,517
21520,652,EUW1_7569234073,517
21521,652,EUW1_7569190162,517
21522,652,EUW1_7569152477,92
21523,652,EUW1_7568043770,13
21524,652,EUW1_7567964249,92
21525,652,EUW1_7563001604,131
21526,652,EUW1_7562949792,92
21527,652,EUW1_7562207278,92
21528,652,EUW1_7562150073,236
21529,652,EUW1_7562110757,92
21530,652,EUW1_7562071966,8
21531,652,EUW1_7562011289,68
21532,652,EUW1_7569483314,517
21533,652,EUW1_7569430075,517
21534,652,EUW1_7569372361,92
21535,652,EUW1_7569322969,517
21536,652,EUW1_7569234073,517
21537,652,EUW1_7569190162,517
21538,652,EUW1_7569152477,92
21539,652,EUW1_7568043770,13
21540,652,EUW1_7567964249,92
21541,652,EUW1_7563001604,131
21542,652,EUW1_7562949792,92
21543,652,EUW1_7562207278,92
21544,652,EUW1_7562150073,236
21545,652,EUW1_7562110757,92
21546,652,EUW1_7562071966,8
21547,654,EUW1_7568592614,804
21548,654,EUW1_7568573865,15
21549,654,EUW1_7568561573,804
21550,654,EUW1_7568523222,804
21551,654,EUW1_7568478281,804
21552,654,EUW1_7568422214,804
21553,654,EUW1_7567517887,804
21554,654,EUW1_7567489613,67
21555,654,EUW1_7567470217,804
21556,654,EUW1_7567453950,804
21557,654,EUW1_7567105071,804
21558,654,EUW1_7567052781,804
21559,654,EUW1_7561981354,804
21560,654,EUW1_7561299932,804
21561,654,EUW1_7559689194,804
21562,654,EUW1_7559495705,523
21563,654,EUW1_7559450064,523
21564,654,EUW1_7558445746,67
21565,654,EUW1_7558390251,804
21566,654,EUW1_7556183207,804
21567,654,EUW1_7568592614,804
21568,654,EUW1_7568573865,15
21569,654,EUW1_7568561573,804
21570,654,EUW1_7568523222,804
21571,654,EUW1_7568478281,804
21572,654,EUW1_7568422214,804
21573,654,EUW1_7567517887,804
21574,654,EUW1_7567489613,67
21575,654,EUW1_7567470217,804
21576,654,EUW1_7567453950,804
21577,654,EUW1_7567105071,804
21578,654,EUW1_7567052781,804
21579,654,EUW1_7561981354,804
21580,654,EUW1_7561299932,804
21581,654,EUW1_7559689194,804
21582,654,EUW1_7559495705,523
21583,654,EUW1_7559450064,523
21584,654,EUW1_7558445746,67
21585,654,EUW1_7558390251,804
21586,654,EUW1_7556183207,804
21587,655,EUW1_7569639776,895
21588,655,EUW1_7569610973,145
21589,655,EUW1_7569565024,523
21590,655,EUW1_7569491773,18
21591,655,EUW1_7569350776,429
21592,655,EUW1_7569280950,110
21593,655,EUW1_7569190604,895
21594,655,EUW1_7569100132,145
21595,655,EUW1_7569061152,498
21596,655,EUW1_7568472830,895
21597,655,EUW1_7568418010,115
21598,655,EUW1_7568298834,145
21599,655,EUW1_7568229732,498
21600,655,EUW1_7567445384,895
21601,655,EUW1_7567427021,81
21602,655,EUW1_7567385607,895
21603,655,EUW1_7567332472,22
21604,655,EUW1_7567201632,895
21605,655,EUW1_7566539647,145
21606,655,EUW1_7566281507,81
21607,655,EUW1_7569639776,895
21608,655,EUW1_7569610973,145
21609,655,EUW1_7569565024,523
21610,655,EUW1_7569491773,18
21611,655,EUW1_7569350776,429
21612,655,EUW1_7569280950,110
21613,655,EUW1_7569190604,895
21614,655,EUW1_7569100132,145
21615,655,EUW1_7569061152,498
21616,655,EUW1_7568472830,895
21617,655,EUW1_7568418010,115
21618,655,EUW1_7568298834,145
21619,655,EUW1_7568229732,498
21620,655,EUW1_7567445384,895
21621,655,EUW1_7567427021,81
21622,655,EUW1_7567385607,895
21623,655,EUW1_7567332472,22
21624,655,EUW1_7567201632,895
21625,655,EUW1_7566539647,145
21626,656,EUW1_7569420379,145
21627,656,EUW1_7569366008,21
21628,656,EUW1_7569335478,110
21629,656,EUW1_7569084998,236
21630,656,EUW1_7568222204,145
21631,656,EUW1_7567896244,110
21632,656,EUW1_7567839579,21
21633,656,EUW1_7564083529,110
21634,656,EUW1_7564007427,498
21635,656,EUW1_7563978677,145
21636,656,EUW1_7557338887,15
21637,656,EUW1_7557271645,110
21638,656,EUW1_7555685703,222
21639,656,EUW1_7555627758,81
21640,656,EUW1_7555284430,15
21641,656,EUW1_7555239933,21
21642,656,EUW1_7553100939,81
21643,656,EUW1_7553019798,145
21644,656,EUW1_7552928437,145
21645,656,EUW1_7552767829,15
21646,656,EUW1_7569420379,145
21647,656,EUW1_7569366008,21
21648,656,EUW1_7569335478,110
21649,656,EUW1_7569084998,236
21650,656,EUW1_7568222204,145
21651,656,EUW1_7567896244,110
21652,656,EUW1_7567839579,21
21653,656,EUW1_7564083529,110
21654,656,EUW1_7564007427,498
21655,656,EUW1_7563978677,145
21656,656,EUW1_7557338887,15
21657,656,EUW1_7557271645,110
21658,656,EUW1_7555685703,222
21659,656,EUW1_7555627758,81
21660,656,EUW1_7555284430,15
21661,656,EUW1_7555239933,21
21662,656,EUW1_7553100939,81
21663,656,EUW1_7553019798,145
21664,656,EUW1_7552928437,145
21665,657,EUW1_7569174051,25
21666,657,EUW1_7569109349,245
21667,657,EUW1_7569068990,113
21668,657,EUW1_7568154336,25
21669,657,EUW1_7568096347,59
21670,657,EUW1_7568042780,25
21671,657,EUW1_7567995147,25
21672,657,EUW1_7567952432,25
21673,657,EUW1_7567900742,25
21674,657,EUW1_7566696239,104
21675,657,EUW1_7566661971,25
21676,657,EUW1_7566624923,113
21677,657,EUW1_7566601499,25
21678,657,EUW1_7566582007,202
21679,657,EUW1_7566555140,131
21680,657,EUW1_7562160917,131
21681,657,EUW1_7562124102,131
21682,657,EUW1_7562058956,59
21683,657,EUW1_7562020881,115
21684,657,EUW1_7560816863,202
21685,657,EUW1_7569174051,25
21686,658,EUW1_7569233995,804
21687,658,EUW1_7569182576,131
21688,658,EUW1_7569121374,141
21689,658,EUW1_7569074191,131
21690,658,EUW1_7569020141,60
21691,658,EUW1_7568125532,141
21692,658,EUW1_7568071718,233
21693,658,EUW1_7568012797,141
21694,658,EUW1_7567947034,897
21695,658,EUW1_7567903820,39
21696,658,EUW1_7567687232,131
21697,658,EUW1_7564260481,141
21698,658,EUW1_7564198713,897
21699,658,EUW1_7564071306,233
21700,658,EUW1_7564031919,131
21701,658,EUW1_7563937907,141
21702,658,EUW1_7563370877,233
21703,658,EUW1_7563308738,141
21704,658,EUW1_7563270587,81
21705,658,EUW1_7563198019,897
21706,658,EUW1_7569233995,804
21707,659,EUW1_7569640750,89
21708,659,EUW1_7569616214,117
21709,659,EUW1_7568854586,117
21710,659,EUW1_7568262875,150
21711,659,EUW1_7568183247,53
21712,659,EUW1_7568122655,555
21713,659,EUW1_7568102412,800
21714,659,EUW1_7568051723,555
21715,659,EUW1_7568012797,517
21716,659,EUW1_7566866075,32
21717,659,EUW1_7566789151,41
21718,659,EUW1_7566753078,32
21719,659,EUW1_7566725562,32
21720,659,EUW1_7560718199,517
21721,659,EUW1_7559822563,154
21722,659,EUW1_7559745444,122
21723,659,EUW1_7556183234,555
21724,659,EUW1_7556122203,43
21725,659,EUW1_7556043017,25
21726,659,EUW1_7555968817,555
21727,659,EUW1_7569640750,89
21728,659,EUW1_7569616214,117
21729,659,EUW1_7568854586,117
21730,659,EUW1_7568262875,150
21731,659,EUW1_7568183247,53
21732,659,EUW1_7568122655,555
21733,659,EUW1_7568102412,800
21734,659,EUW1_7568051723,555
21735,659,EUW1_7568012797,517
21736,659,EUW1_7566866075,32
21737,659,EUW1_7566789151,41
21738,659,EUW1_7566753078,32
21739,659,EUW1_7566725562,32
21740,659,EUW1_7560718199,517
21741,659,EUW1_7559822563,154
21742,659,EUW1_7559745444,122
21743,659,EUW1_7556183234,555
21744,659,EUW1_7556122203,43
21745,659,EUW1_7556043017,25
21746,660,EUW1_7569401118,20
21747,660,EUW1_7569362407,238
21748,660,EUW1_7569305930,51
21749,660,EUW1_7569253938,76
21750,660,EUW1_7569220852,245
21751,660,EUW1_7501701428,28
21752,660,EUW1_7492783844,67
21753,660,EUW1_7491802223,31
21754,660,EUW1_7491769974,887
21755,660,EUW1_7491502059,236
21756,660,EUW1_7491452257,115
21757,660,EUW1_7488721543,59
21758,660,EUW1_7476955791,121
21759,660,EUW1_7476932808,33
21760,660,EUW1_7476017206,113
21761,660,EUW1_7472716454,166
21762,660,EUW1_7472651325,893
21763,660,EUW1_7472608331,134
21764,660,EUW1_7472158398,72
21765,660,EUW1_7472151619,121
21766,660,EUW1_7569401118,20
21767,660,EUW1_7569362407,238
21768,660,EUW1_7569305930,51
21769,660,EUW1_7569253938,76
21770,660,EUW1_7569220852,245
21771,660,EUW1_7501701428,28
21772,660,EUW1_7492783844,67
21773,660,EUW1_7491802223,31
21774,660,EUW1_7491769974,887
21775,660,EUW1_7491502059,236
21776,660,EUW1_7491452257,115
21777,660,EUW1_7488721543,59
21778,660,EUW1_7476955791,121
21779,660,EUW1_7476932808,33
21780,660,EUW1_7476017206,113
21781,660,EUW1_7472716454,166
21782,660,EUW1_7472651325,893
21783,660,EUW1_7472608331,134
21784,660,EUW1_7472158398,72
21785,557,EUW1_7569726795,90
21786,557,EUW1_7569721904,31
21787,557,EUW1_7569715901,31
21788,557,EUW1_7569702804,90
21789,557,EUW1_7569696689,55
21790,557,EUW1_7569679281,55
21791,557,EUW1_7569726795,90
21792,557,EUW1_7569721904,31
21793,557,EUW1_7569715901,31
21794,557,EUW1_7569702804,90
21795,557,EUW1_7569696689,55
21796,557,EUW1_7569679281,55
21797,662,EUW1_7569403972,901
21798,662,EUW1_7569372767,76
21799,662,EUW1_7569319463,122
21800,662,EUW1_7568096347,800
21801,662,EUW1_7568046358,800
21802,662,EUW1_7568028488,555
21803,662,EUW1_7566973503,161
21804,662,EUW1_7566907555,800
21805,662,EUW1_7565792257,203
21806,662,EUW1_7565289218,43
21807,662,EUW1_7563311717,800
21808,662,EUW1_7563272614,800
21809,662,EUW1_7562078340,800
21810,662,EUW1_7562030595,113
21811,662,EUW1_7558509271,800
21812,662,EUW1_7558446423,161
21813,662,EUW1_7556785677,161
21814,662,EUW1_7556770841,103
21815,662,EUW1_7556716809,800
21816,662,EUW1_7556662196,30
21817,662,EUW1_7569403972,901
21818,662,EUW1_7569372767,76
21819,662,EUW1_7569319463,122
21820,662,EUW1_7568096347,800
21821,662,EUW1_7568046358,800
21822,662,EUW1_7568028488,555
21823,662,EUW1_7566973503,161
21824,662,EUW1_7566907555,800
21825,662,EUW1_7565792257,203
21826,662,EUW1_7565289218,43
21827,662,EUW1_7563311717,800
21828,662,EUW1_7563272614,800
21829,662,EUW1_7562078340,800
21830,662,EUW1_7562030595,113
21831,662,EUW1_7558509271,800
21832,662,EUW1_7558446423,161
21833,662,EUW1_7556785677,161
21834,662,EUW1_7556770841,103
21835,662,EUW1_7556716809,800
21836,663,EUW1_7569272367,55
21837,663,EUW1_7568052862,55
21838,663,EUW1_7565790975,157
21839,663,EUW1_7565721852,55
21840,663,EUW1_7565414055,55
21841,663,EUW1_7565367741,55
21842,663,EUW1_7564747406,55
21843,663,EUW1_7564691260,55
21844,663,EUW1_7560441787,126
21845,663,EUW1_7557367413,107
21846,663,EUW1_7554640757,121
21847,663,EUW1_7554241935,92
21848,663,EUW1_7552842340,55
21849,663,EUW1_7548426861,55
21850,663,EUW1_7546183291,55
21851,663,EUW1_7536905414,141
21852,663,EUW1_7536847055,234
21853,663,EUW1_7536635631,111
21854,663,EUW1_7536589663,107
21855,663,EUW1_7535923707,92
21856,663,EUW1_7569272367,55
21857,663,EUW1_7568052862,55
21858,663,EUW1_7565790975,157
21859,663,EUW1_7565721852,55
21860,663,EUW1_7565414055,55
21861,663,EUW1_7565367741,55
21862,663,EUW1_7564747406,55
21863,663,EUW1_7564691260,55
21864,663,EUW1_7560441787,126
21865,663,EUW1_7557367413,107
21866,663,EUW1_7554640757,121
21867,663,EUW1_7554241935,92
21868,663,EUW1_7552842340,55
21869,663,EUW1_7548426861,55
21870,663,EUW1_7546183291,55
21871,663,EUW1_7536905414,141
21872,663,EUW1_7536847055,234
21873,663,EUW1_7536635631,111
21874,663,EUW1_7536589663,107
21875,664,EUW1_7567358559,523
21876,664,EUW1_7567301322,222
21877,664,EUW1_7567230266,201
21878,664,EUW1_7567186130,518
21879,664,EUW1_7566993486,81
21880,664,EUW1_7566973927,110
21881,664,EUW1_7566277232,53
21882,664,EUW1_7566213363,51
21883,664,EUW1_7566140234,523
21884,664,EUW1_7565799558,526
21885,664,EUW1_7565718109,64
21886,664,EUW1_7565687907,234
21887,664,EUW1_7565603946,22
21888,664,EUW1_7563187581,412
21889,664,EUW1_7563122873,432
21890,664,EUW1_7563055763,202
21891,664,EUW1_7562508360,110
21892,664,EUW1_7562459346,51
21893,664,EUW1_7562393802,523
21894,664,EUW1_7553267750,157
21895,664,EUW1_7567358559,523
21896,664,EUW1_7567301322,222
21897,664,EUW1_7567230266,201
21898,664,EUW1_7567186130,518
21899,664,EUW1_7566993486,81
21900,664,EUW1_7566973927,110
21901,664,EUW1_7566277232,53
21902,664,EUW1_7566213363,51
21903,664,EUW1_7566140234,523
21904,664,EUW1_7565799558,526
21905,664,EUW1_7565718109,64
21906,664,EUW1_7565687907,234
21907,664,EUW1_7565603946,22
21908,664,EUW1_7563187581,412
21909,664,EUW1_7563122873,432
21910,664,EUW1_7563055763,202
21911,664,EUW1_7562508360,110
21912,664,EUW1_7562459346,51
21913,664,EUW1_7562393802,523
21914,664,EUW1_7553267750,157
21915,665,EUW1_7569575493,32
21916,665,EUW1_7569481285,233
21917,665,EUW1_7569443604,20
21918,665,EUW1_7569364859,76
21919,665,EUW1_7569163216,113
21920,665,EUW1_7568480173,131
21921,665,EUW1_7568409946,427
21922,665,EUW1_7568260339,43
21923,665,EUW1_7568210935,83
21924,665,EUW1_7568180637,134
21925,665,EUW1_7568115046,55
21926,665,EUW1_7568077299,202
21927,665,EUW1_7566112170,516
21928,665,EUW1_7566063300,74
21929,665,EUW1_7566013607,893
21930,665,EUW1_7556260705,112
21931,665,EUW1_7556210946,21
21932,665,EUW1_7556127907,63
21933,665,EUW1_7556085307,136
21934,665,EUW1_7554523632,25
21935,665,EUW1_7569575493,32
21936,665,EUW1_7569481285,233
21937,665,EUW1_7569443604,20
21938,665,EUW1_7569364859,76
21939,665,EUW1_7569163216,113
21940,665,EUW1_7568480173,131
21941,665,EUW1_7568409946,427
21942,665,EUW1_7568260339,43
21943,665,EUW1_7568210935,83
21944,665,EUW1_7568180637,134
21945,665,EUW1_7568115046,55
21946,665,EUW1_7568077299,202
21947,665,EUW1_7566112170,516
21948,665,EUW1_7566063300,74
21949,665,EUW1_7566013607,893
21950,665,EUW1_7556260705,112
21951,665,EUW1_7556210946,21
21952,665,EUW1_7556127907,63
21953,665,EUW1_7556085307,136
21954,666,EUW1_7569215093,6
21955,666,EUW1_7567105071,245
21956,666,EUW1_7567030329,6
21957,666,EUW1_7566943084,6
21958,666,EUW1_7566898310,6
21959,666,EUW1_7565854972,6
21960,666,EUW1_7565788749,6
21961,666,EUW1_7565621666,6
21962,666,EUW1_7565349958,6
21963,666,EUW1_7564024861,6
21964,666,EUW1_7563985039,6
21965,666,EUW1_7563429658,6
21966,666,EUW1_7558565067,6
21967,666,EUW1_7555415352,6
21968,666,EUW1_7554942147,6
21969,666,EUW1_7554928748,6
21970,666,EUW1_7549983937,77
21971,666,EUW1_7549917180,6
21972,666,EUW1_7544844580,6
21973,666,EUW1_7544762390,6
21974,666,EUW1_7569215093,6
21975,666,EUW1_7567105071,245
21976,666,EUW1_7567030329,6
21977,666,EUW1_7566943084,6
21978,666,EUW1_7566898310,6
21979,666,EUW1_7565854972,6
21980,666,EUW1_7565788749,6
21981,666,EUW1_7565621666,6
21982,666,EUW1_7565349958,6
21983,666,EUW1_7564024861,6
21984,666,EUW1_7563985039,6
21985,666,EUW1_7563429658,6
21986,666,EUW1_7558565067,6
21987,666,EUW1_7555415352,6
21988,666,EUW1_7554942147,6
21989,666,EUW1_7554928748,6
21990,666,EUW1_7549983937,77
21991,666,EUW1_7549917180,6
21992,666,EUW1_7544844580,6
21993,667,EUW1_7569149484,98
21994,667,EUW1_7568542240,412
21995,667,EUW1_7568537534,43
21996,667,EUW1_7568476144,254
21997,667,EUW1_7568421759,14
21998,667,EUW1_7568381537,75
21999,667,EUW1_7568070821,14
22000,667,EUW1_7568055439,80
22001,667,EUW1_7567997818,24
22002,667,EUW1_7567390196,96
22003,667,EUW1_7567351404,800
22004,667,EUW1_7567301322,75
22005,667,EUW1_7567230266,98
22006,667,EUW1_7567186130,24
22007,667,EUW1_7566993486,31
22008,667,EUW1_7566973927,98
22009,667,EUW1_7566277232,115
22010,667,EUW1_7566213363,141
22011,667,EUW1_7566140234,25
22012,667,EUW1_7565799558,78
22013,667,EUW1_7569149484,98
22014,667,EUW1_7568542240,412
22015,667,EUW1_7568537534,43
22016,667,EUW1_7568476144,254
22017,667,EUW1_7568421759,14
22018,667,EUW1_7568381537,75
22019,667,EUW1_7568070821,14
22020,667,EUW1_7568055439,80
22021,667,EUW1_7567997818,24
22022,667,EUW1_7567390196,96
22023,667,EUW1_7567351404,800
22024,668,EUW1_7569461271,120
22025,668,EUW1_7569407636,120
22026,668,EUW1_7569199274,102
22027,668,EUW1_7569138284,120
22028,668,EUW1_7569102385,131
22029,668,EUW1_7569055997,5
22030,668,EUW1_7569011411,876
22031,668,EUW1_7568978178,120
22032,668,EUW1_7568905198,120
22033,668,EUW1_7568899695,120
22034,668,EUW1_7567859126,120
22035,668,EUW1_7567819061,120
22036,668,EUW1_7567791518,102
22037,668,EUW1_7567781690,120
22038,668,EUW1_7567696082,120
22039,668,EUW1_7567671535,106
22040,668,EUW1_7567663625,106
22041,668,EUW1_7567004784,120
22042,668,EUW1_7566944210,120
22043,668,EUW1_7566890312,62
22044,668,EUW1_7569461271,120
22045,668,EUW1_7569407636,120
22046,668,EUW1_7569199274,102
22047,668,EUW1_7569138284,120
22048,668,EUW1_7569102385,131
22049,668,EUW1_7569055997,5
22050,668,EUW1_7569011411,876
22051,668,EUW1_7568978178,120
22052,668,EUW1_7568905198,120
22053,668,EUW1_7568899695,120
22054,668,EUW1_7567859126,120
22055,668,EUW1_7567819061,120
22056,668,EUW1_7567791518,102
22057,668,EUW1_7567781690,120
22058,668,EUW1_7567696082,120
22059,668,EUW1_7567671535,106
22060,668,EUW1_7567663625,106
22061,668,EUW1_7567004784,120
22062,668,EUW1_7566944210,120
22063,669,EUW1_7569152477,51
22064,669,EUW1_7569092910,119
22065,669,EUW1_7569038891,110
22066,669,EUW1_7568793353,83
22067,669,EUW1_7568772291,432
22068,669,EUW1_7568761018,17
22069,669,EUW1_7568746038,51
22070,669,EUW1_7568178055,161
22071,669,EUW1_7568133069,9
22072,669,EUW1_7568047645,50
22073,669,EUW1_7568000870,51
22074,669,EUW1_7567954966,81
22075,669,EUW1_7567924003,236
22076,669,EUW1_7567895114,360
22077,669,EUW1_7567826468,12
22078,669,EUW1_7567774797,432
22079,669,EUW1_7567743197,53
22080,669,EUW1_7567728287,12
22081,669,EUW1_7567018798,69
22082,669,EUW1_7566966771,145
22083,669,EUW1_7569152477,51
22084,669,EUW1_7569092910,119
22085,669,EUW1_7569038891,110
22086,669,EUW1_7568793353,83
22087,669,EUW1_7568772291,432
22088,669,EUW1_7568761018,17
22089,669,EUW1_7568746038,51
22090,669,EUW1_7568178055,161
22091,669,EUW1_7568133069,9
22092,669,EUW1_7568047645,50
22093,669,EUW1_7568000870,51
22094,669,EUW1_7567954966,81
22095,669,EUW1_7567924003,236
22096,669,EUW1_7567895114,360
22097,669,EUW1_7567826468,12
22098,669,EUW1_7567774797,432
22099,669,EUW1_7567743197,53
22100,669,EUW1_7567728287,12
22101,669,EUW1_7567018798,69
22102,670,EUW1_7569329489,412
22103,670,EUW1_7569255091,910
22104,670,EUW1_7568102479,910
22105,670,EUW1_7568052862,910
22106,670,EUW1_7567965103,910
22107,670,EUW1_7566283592,89
22108,670,EUW1_7566239977,902
22109,670,EUW1_7566181973,143
22110,670,EUW1_7566112698,76
22111,670,EUW1_7566041996,78
22112,670,EUW1_7565560283,91
22113,670,EUW1_7565214280,4
22114,670,EUW1_7562307231,897
22115,670,EUW1_7562264171,910
22116,670,EUW1_7560163242,201
22117,670,EUW1_7560115278,902
22118,670,EUW1_7560072496,902
22119,670,EUW1_7560027857,910
22120,670,EUW1_7559936058,61
22121,670,EUW1_7559845310,4
22122,670,EUW1_7569329489,412
22123,670,EUW1_7569255091,910
22124,670,EUW1_7568102479,910
22125,670,EUW1_7568052862,910
22126,670,EUW1_7567965103,910
22127,670,EUW1_7566283592,89
22128,670,EUW1_7566239977,902
22129,670,EUW1_7566181973,143
22130,670,EUW1_7566112698,76
22131,670,EUW1_7566041996,78
22132,670,EUW1_7565560283,91
22133,670,EUW1_7565214280,4
22134,670,EUW1_7562307231,897
22135,670,EUW1_7562264171,910
22136,670,EUW1_7560163242,201
22137,670,EUW1_7560115278,902
22138,670,EUW1_7560072496,902
22139,670,EUW1_7560027857,910
22140,670,EUW1_7559936058,61
22141,671,EUW1_7569401118,111
22142,671,EUW1_7569362407,910
22143,671,EUW1_7569305930,201
22144,671,EUW1_7569253938,902
22145,671,EUW1_7569220852,78
22146,671,EUW1_7425985239,84
22147,671,EUW1_7413267442,266
22148,671,EUW1_7412945832,92
22149,671,EUW1_7412899268,92
22150,671,EUW1_7412862502,92
22151,671,EUW1_7368624366,39
22152,671,EUW1_7368572019,13
22153,671,EUW1_7364848114,103
22154,671,EUW1_7358452121,266
22155,671,EUW1_7358403491,13
22156,671,EUW1_7358343272,103
22157,671,EUW1_7358208613,106
22158,671,EUW1_7319199656,266
22159,671,EUW1_7289417744,57
22160,671,EUW1_7277266316,51
22161,671,EUW1_7569401118,111
22162,671,EUW1_7569362407,910
22163,671,EUW1_7569305930,201
22164,671,EUW1_7569253938,902
22165,671,EUW1_7569220852,78
22166,671,EUW1_7425985239,84
22167,671,EUW1_7413267442,266
22168,671,EUW1_7412945832,92
22169,671,EUW1_7412899268,92
22170,671,EUW1_7412862502,92
22171,671,EUW1_7368624366,39
22172,671,EUW1_7368572019,13
22173,671,EUW1_7364848114,103
22174,671,EUW1_7358452121,266
22175,671,EUW1_7358403491,13
22176,672,EUW1_7569633642,33
22177,672,EUW1_7569618969,26
22178,672,EUW1_7569605298,17
22179,672,EUW1_7569578054,427
22180,672,EUW1_7569533015,44
22181,672,EUW1_7569479274,114
22182,672,EUW1_7569440192,55
22183,672,EUW1_7569051143,895
22184,672,EUW1_7569022764,201
22185,672,EUW1_7568604660,420
22186,672,EUW1_7568580520,245
22187,672,EUW1_7568558853,526
22188,672,EUW1_7568540022,75
22189,672,EUW1_7568515335,62
22190,672,EUW1_7568494148,22
22191,672,EUW1_7568472117,421
22192,672,EUW1_7568439251,897
22193,672,EUW1_7568409946,238
22194,672,EUW1_7568061270,154
22195,672,EUW1_7568038145,42
22196,672,EUW1_7569633642,33
22197,672,EUW1_7569618969,26
22198,672,EUW1_7569605298,17
22199,672,EUW1_7569578054,427
22200,672,EUW1_7569533015,44
22201,672,EUW1_7569479274,114
22202,672,EUW1_7569440192,55
22203,672,EUW1_7569051143,895
22204,672,EUW1_7569022764,201
22205,672,EUW1_7568604660,420
22206,672,EUW1_7568580520,245
22207,672,EUW1_7568558853,526
22208,672,EUW1_7568540022,75
22209,672,EUW1_7568515335,62
22210,672,EUW1_7568494148,22
22211,672,EUW1_7568472117,421
22212,672,EUW1_7568439251,897
22213,672,EUW1_7568409946,238
22214,672,EUW1_7568061270,154
22215,673,EUW1_7569266344,800
22216,673,EUW1_7568156659,267
22217,673,EUW1_7568118774,800
22218,673,EUW1_7568060820,202
22219,673,EUW1_7567676310,800
22220,673,EUW1_7567281570,147
22221,673,EUW1_7567202733,800
22222,673,EUW1_7567156228,800
22223,673,EUW1_7567085342,267
22224,673,EUW1_7567050607,800
22225,673,EUW1_7566044156,267
22226,673,EUW1_7565992131,267
22227,673,EUW1_7565960497,267
22228,673,EUW1_7565899417,267
22229,673,EUW1_7565843358,223
22230,673,EUW1_7565787163,223
22231,673,EUW1_7565548532,902
22232,673,EUW1_7564177115,267
22233,673,EUW1_7564124046,99
22234,673,EUW1_7563642100,202
22235,673,EUW1_7569266344,800
22236,673,EUW1_7568156659,267
22237,673,EUW1_7568118774,800
22238,673,EUW1_7568060820,202
22239,673,EUW1_7567676310,800
22240,673,EUW1_7567281570,147
22241,673,EUW1_7567202733,800
22242,673,EUW1_7567156228,800
22243,673,EUW1_7567085342,267
22244,673,EUW1_7567050607,800
22245,673,EUW1_7566044156,267
22246,673,EUW1_7565992131,267
22247,673,EUW1_7565960497,267
22248,673,EUW1_7565899417,267
