TeamID,MatchFk,B1Champ,B2Champ,B3Champ,B4Champ,B5Champ,R1Champ,R2Champ,R3Champ,R4Champ,R5Champ,BlueBaronKills,BlueRiftHeraldKills,BlueDragonKills,BlueTowerKills,BlueKills,RedBaronKills,RedRiftHeraldKills,RedDragonKills,RedTowerKills,RedKills,RedWin,BlueWin
24855,EUW1_7569443682,11,67,43,164,10,96,895,17,498,221,0,0,0,0,40,0,0,0,4,58,1,0
24856,EUW1_7569383265,36,121,115,236,113,143,126,117,54,800,0,0,0,4,79,0,0,0,4,76,0,1
24857,EUW1_7569342127,31,117,78,96,143,79,60,23,113,51,0,0,0,3,67,0,0,0,4,61,1,0
24858,EUW1_7569272935,126,61,81,16,27,40,147,112,58,804,0,0,0,0,35,0,0,0,3,37,1,0
24859,EUW1_7568870484,79,711,166,16,222,10,901,37,42,54,0,0,0,4,56,0,0,0,1,36,0,1
24860,EUW1_7568854107,200,51,61,120,40,234,81,54,777,29,0,0,0,4,36,0,0,0,0,32,0,1
24861,EUW1_7568813653,96,16,1,12,51,234,711,202,115,235,0,0,0,4,54,0,0,0,2,47,0,1
24862,EUW1_7564309432,98,876,54,119,117,893,234,8,21,40,0,0,0,2,20,0,1,4,9,32,1,0
24863,EUW1_7564258875,516,245,10,96,555,92,200,142,202,16,0,1,1,6,29,1,0,3,10,43,1,0
24864,EUW1_7561282300,233,14,41,901,902,106,5,711,221,16,1,1,5,11,42,0,0,0,5,26,0,1
24865,EUW1_7571500215,114,11,105,96,147,98,246,893,222,111,0,0,0,4,25,1,1,3,10,47,1,0
24866,EUW1_7571456339,901,82,910,222,497,75,59,131,157,60,0,0,0,0,8,0,1,2,11,29,1,0
24867,EUW1_7571163212,14,64,55,804,117,421,107,61,81,526,0,0,1,2,24,0,0,0,0,10,0,1
24868,EUW1_7571130323,85,24,517,804,43,799,234,134,81,12,0,1,2,3,26,0,0,1,2,9,0,1
24869,EUW1_7570714677,150,517,27,236,526,14,131,421,110,117,0,0,2,1,36,0,1,2,13,51,1,0
24870,EUW1_7570693023,114,64,55,145,111,14,517,69,895,37,0,1,1,1,12,0,0,2,6,22,1,0
24871,EUW1_7570599301,54,421,166,145,111,110,246,800,150,37,2,1,3,11,48,0,0,2,4,36,0,1
24872,EUW1_7571381473,24,238,134,96,526,14,62,84,161,235,1,1,2,8,40,0,0,3,2,34,0,1
24873,EUW1_7571051560,24,5,134,804,43,79,238,61,222,111,1,1,4,11,28,0,0,0,3,14,0,1
24874,EUW1_7570935323,24,517,18,51,78,79,59,115,21,526,1,1,1,7,29,1,0,4,10,43,1,0
24875,EUW1_7570906770,3,246,134,15,497,266,91,8,51,43,1,1,2,7,36,1,0,3,9,37,1,0
24876,EUW1_7570882954,266,950,61,147,78,240,163,3,157,12,0,1,3,9,32,0,0,0,1,20,0,1
24877,EUW1_7570864165,14,104,268,18,432,86,60,8,202,526,0,0,1,1,14,0,0,0,0,4,0,1
24878,EUW1_7570660146,54,91,4,145,111,24,950,127,18,235,0,1,0,3,20,1,0,4,6,34,1,0
24879,EUW1_7570582372,266,20,69,901,432,14,234,115,222,89,0,0,1,3,30,1,1,4,11,36,1,0
24880,EUW1_7570516955,6,200,69,523,89,893,20,238,15,147,1,0,2,11,40,1,1,3,7,33,0,1
24881,EUW1_7570044354,2,121,134,222,117,114,131,55,67,60,1,0,3,10,51,0,1,0,3,26,0,1
24882,EUW1_7569992262,24,56,518,51,12,114,59,61,42,53,2,0,3,9,42,0,1,2,8,36,0,1
24883,EUW1_7569897307,6,517,4,145,518,164,421,112,498,497,0,0,1,4,18,1,1,3,9,26,1,0
24884,EUW1_7569519946,24,121,245,161,12,6,131,39,30,89,0,0,1,1,14,0,1,2,7,22,1,0
24885,EUW1_7569789149,99,143,67,201,39,233,1,161,201,234,0,0,0,0,51,0,0,0,0,0,0,1
24886,EUW1_7569784118,82,222,53,143,145,555,12,79,75,432,0,0,0,0,58,0,0,0,0,0,0,1
24887,EUW1_7569532076,45,80,777,6,8,254,106,24,147,145,0,0,0,0,39,0,0,0,0,0,0,1
24888,EUW1_7569120570,14,22,203,63,142,147,21,38,498,131,0,0,0,4,59,0,0,0,2,61,0,1
24889,EUW1_7569049202,91,75,200,888,51,110,58,1,16,63,0,0,0,4,58,0,0,0,4,64,0,1
24890,EUW1_7569020288,950,240,63,14,145,55,96,59,62,147,0,0,0,0,46,0,0,0,0,0,0,1
24891,EUW1_7568888757,14,20,29,523,16,36,60,238,51,43,1,1,3,8,44,1,0,1,5,35,0,1
24892,EUW1_7567986233,2,246,112,110,12,420,517,910,202,412,0,1,2,7,34,1,0,2,10,46,1,0
24893,EUW1_7567948932,22,76,14,145,517,141,800,429,10,63,0,0,0,4,53,0,0,0,1,48,0,1
24894,EUW1_7567923316,15,236,200,412,800,112,203,20,799,497,0,0,0,4,48,0,0,0,0,30,0,1
24895,EUW1_7567815267,236,53,85,115,48,45,50,3,62,497,0,0,0,4,72,0,0,0,4,71,1,0
24896,EUW1_7567788066,68,61,74,498,350,950,85,888,875,17,0,0,0,4,69,0,0,0,0,38,0,1
24897,EUW1_7567753198,2,246,910,895,60,10,20,69,222,412,0,0,0,2,17,0,1,3,6,36,1,0
24898,EUW1_7567728675,36,59,246,115,26,122,163,45,221,497,1,1,3,10,35,0,0,1,4,17,0,1
24899,EUW1_7567693277,58,2,238,115,43,266,80,163,145,89,1,1,0,1,16,0,0,4,11,33,1,0
24900,EUW1_7566885491,240,77,10,21,526,106,76,133,145,117,0,1,0,3,12,1,0,4,7,30,1,0
24901,EUW1_7571408594,14,950,18,147,12,68,59,134,15,53,0,1,0,6,27,2,0,4,6,35,1,0
24902,EUW1_7571158909,114,517,14,523,412,897,76,901,145,555,0,1,1,4,25,1,0,2,9,40,1,0
24903,EUW1_7571117649,897,64,910,133,37,68,35,517,804,111,0,1,1,8,28,0,0,3,4,42,0,1
24904,EUW1_7570434780,238,154,134,110,147,14,950,777,96,518,1,1,2,10,43,0,0,2,4,24,0,1
24905,EUW1_7570370254,14,24,517,222,518,266,64,103,96,43,0,1,3,8,37,0,0,1,4,32,0,1
24906,EUW1_7570325931,39,59,517,804,235,897,5,103,222,412,1,1,1,11,28,0,0,2,3,15,0,1
24907,EUW1_7569282956,897,203,29,236,555,54,30,18,22,117,1,1,2,4,41,0,0,2,9,39,1,0
24908,EUW1_7569247504,92,121,42,901,98,14,234,13,800,12,0,0,0,0,10,0,1,2,3,25,1,0
24909,EUW1_7572220399,98,60,245,22,44,69,203,13,901,12,1,1,0,10,41,1,0,6,9,37,0,1
24910,EUW1_7572173707,516,950,61,901,143,14,104,142,145,40,0,1,2,4,19,2,0,3,9,33,1,0
24911,EUW1_7572072240,126,11,101,804,526,142,19,3,119,117,0,0,0,0,2,0,0,1,6,21,1,0
24912,EUW1_7572045185,74,44,134,145,111,126,106,103,222,412,0,1,0,3,11,1,0,4,10,45,1,0
24913,EUW1_7571058643,893,238,910,523,43,799,141,84,222,902,0,0,0,1,4,0,0,0,0,19,1,0
24914,EUW1_7570883793,126,9,238,51,43,133,517,142,81,800,0,0,1,5,26,0,1,2,3,17,0,1
24915,EUW1_7570851204,92,33,142,96,432,150,238,134,202,43,0,0,2,9,26,1,1,3,6,33,0,1
24916,EUW1_7570523353,17,5,103,110,147,875,64,142,119,111,1,0,3,10,41,0,1,2,6,35,0,1
24917,EUW1_7570340150,799,876,38,18,43,114,154,910,81,53,0,0,0,0,1,0,0,0,0,2,1,0
24918,EUW1_7570290704,887,234,268,202,60,79,24,166,910,26,0,1,2,6,36,1,0,2,7,39,1,0
24919,EUW1_7570205739,58,154,517,18,89,150,120,910,29,518,0,0,1,3,21,0,0,0,0,5,0,1
24920,EUW1_7572210803,92,59,893,22,526,875,76,103,202,432,0,0,2,4,32,1,1,3,10,38,1,0
24921,EUW1_7572162510,114,517,134,235,201,4,76,163,222,412,1,0,2,7,37,0,1,1,8,31,1,0
24922,EUW1_7572062478,14,246,127,901,432,10,35,777,30,40,0,1,1,9,35,0,0,2,1,10,0,1
24923,EUW1_7571941270,14,76,105,22,117,31,238,143,202,412,0,1,2,6,36,0,0,1,4,22,0,1
24924,EUW1_7571933914,6,76,126,81,143,80,60,235,74,40,0,1,0,11,30,0,0,3,0,21,0,1
24925,EUW1_7570909467,897,59,69,115,60,86,254,134,18,235,0,1,3,9,38,0,0,0,3,23,0,1
24926,EUW1_7570858684,799,59,134,81,526,150,238,893,136,37,0,1,2,11,34,0,0,0,1,14,0,1
24927,EUW1_7570840642,83,59,893,22,43,122,238,800,51,37,0,1,3,5,19,0,0,0,2,10,0,1
24928,EUW1_7570112390,799,246,69,498,432,80,131,245,523,12,0,1,1,2,12,0,0,2,8,28,1,0
24929,EUW1_7572254260,799,14,893,202,43,98,421,4,81,432,0,0,0,1,7,0,1,3,5,24,1,0
24930,EUW1_7572229756,54,106,163,804,497,19,59,8,910,526,0,0,1,0,2,0,1,1,4,16,1,0
24931,EUW1_7572188059,266,238,112,145,518,887,234,8,804,497,0,0,0,3,17,1,1,4,10,37,1,0
24932,EUW1_7572152496,84,254,910,804,89,8,106,800,145,497,1,1,3,10,21,0,0,1,2,11,0,1
24933,EUW1_7572129425,150,48,61,110,432,27,234,90,236,526,1,0,2,10,24,0,1,2,3,14,0,1
24934,EUW1_7572083274,8,78,133,81,432,85,59,268,804,43,2,0,3,6,38,1,1,3,4,30,0,1
24935,EUW1_7571323384,68,59,18,7,235,516,64,711,16,24,0,1,2,4,21,1,0,3,9,41,1,0
24936,EUW1_7571296093,897,78,43,804,111,901,64,134,21,526,0,1,0,8,38,0,0,1,1,15,0,1
24937,EUW1_7571258814,19,78,910,202,235,8,91,134,145,111,0,1,1,8,40,0,0,1,2,20,0,1
24938,EUW1_7571093037,134,48,86,145,518,114,91,50,523,412,1,1,3,8,24,0,0,0,4,16,0,1
24939,EUW1_7570358699,81,101,202,254,34,114,134,37,893,67,0,0,0,2,93,0,0,0,4,81,1,0
24940,EUW1_7567867637,24,254,13,21,12,897,234,134,96,78,0,0,2,2,18,0,0,0,0,5,0,1
24941,EUW1_7567822429,17,78,245,235,12,57,59,101,22,518,1,0,2,9,37,0,1,2,4,20,0,1
24942,EUW1_7567764617,86,234,910,42,902,98,33,268,18,201,0,1,0,5,23,1,0,4,7,38,1,0
24943,EUW1_7572095873,164,234,103,42,37,240,131,7,51,43,0,0,1,7,29,0,1,3,5,22,0,1
24944,EUW1_7571058793,799,5,103,901,517,39,234,90,161,32,0,1,3,3,29,0,0,0,1,18,0,1
24945,EUW1_7570159946,799,5,893,221,111,84,59,777,222,412,0,1,0,3,27,1,0,4,10,36,1,0
24946,EUW1_7570109929,84,950,13,15,76,92,238,245,235,432,0,1,3,11,39,1,0,2,3,29,0,1
24947,EUW1_7569989772,799,121,901,136,26,58,234,777,161,516,1,0,3,7,33,0,1,0,4,16,0,1
24948,EUW1_7569957199,85,238,133,910,76,84,143,42,804,117,1,1,1,8,32,0,0,3,2,20,0,1
24949,EUW1_7572236577,24,59,3,901,25,266,234,142,81,43,0,0,2,6,34,2,1,2,9,46,1,0
24950,EUW1_7572188164,84,24,238,15,37,6,106,4,804,201,0,1,1,3,12,1,0,3,10,36,1,0
24951,EUW1_7570707019,516,421,134,42,235,887,64,34,96,117,0,1,3,9,22,0,0,0,2,7,0,1
24952,EUW1_7569933867,34,246,84,67,53,75,5,61,221,117,1,1,1,10,40,0,0,4,8,27,1,0
24953,EUW1_7569172287,799,141,103,222,117,421,238,134,145,111,0,0,2,2,11,0,1,1,8,23,1,0
24954,EUW1_7569120438,126,254,69,42,267,799,238,13,222,60,0,1,2,5,31,1,0,3,8,39,1,0
24955,EUW1_7569072388,126,59,134,804,526,13,421,112,51,432,1,1,0,8,39,0,0,4,5,41,0,1
24956,EUW1_7569032332,34,62,39,145,518,114,154,90,157,526,0,0,2,4,14,0,1,1,6,29,1,0
24957,EUW1_7568895446,421,60,42,800,267,39,59,13,236,43,0,0,2,11,31,0,1,1,3,17,0,1
24958,EUW1_7568754009,421,517,166,800,267,92,876,157,236,89,0,1,1,4,26,1,0,3,9,36,1,0
24959,EUW1_7567847163,79,59,84,18,40,41,107,4,30,111,1,0,1,7,33,0,1,3,6,29,0,1
24960,EUW1_7567734055,34,56,43,42,432,110,59,61,222,40,0,1,1,5,22,1,0,4,9,38,1,0
24961,EUW1_7565778509,126,106,3,145,432,85,245,25,81,526,0,0,0,6,32,2,1,5,8,41,1,0
24962,EUW1_7570780998,86,246,105,51,111,164,27,166,96,201,0,0,3,9,46,0,1,0,4,23,0,1
24963,EUW1_7570773365,13,48,166,236,44,31,238,101,246,350,2,1,4,11,24,0,0,1,8,15,0,1
24964,EUW1_7570769031,24,33,8,804,117,2,48,101,145,89,0,1,3,10,32,0,0,1,4,21,0,1
24965,EUW1_7567176668,24,64,711,81,432,897,91,103,235,111,0,0,0,2,26,1,1,3,8,40,1,0
24966,EUW1_7567075127,150,141,3,96,117,14,234,8,145,111,1,1,2,10,40,0,0,2,4,15,0,1
24967,EUW1_7561830313,6,141,142,236,40,516,59,25,498,497,1,1,2,9,31,0,0,1,2,11,0,1
24968,EUW1_7561697832,897,59,134,145,78,893,64,61,498,497,0,0,0,0,0,0,0,0,0,0,0,1
24969,EUW1_7560255680,110,133,517,29,236,64,6,61,96,26,0,0,0,1,49,0,0,0,4,68,1,0
24970,EUW1_7558465358,78,60,38,498,497,897,64,910,67,43,0,0,1,2,15,0,0,1,0,5,0,1
24971,EUW1_7558420536,84,48,134,429,888,126,254,136,222,43,0,1,1,3,20,1,0,3,10,37,1,0
24972,EUW1_7558246817,42,106,126,800,432,80,59,55,29,526,0,1,3,9,31,0,0,1,2,29,0,1
24973,EUW1_7558206982,64,59,163,96,89,80,77,38,235,526,1,1,3,10,37,0,0,1,3,14,0,1
24974,EUW1_7558165745,14,106,126,115,267,98,131,517,236,902,0,1,1,2,10,1,0,4,8,30,1,0
24975,EUW1_7558091834,114,76,74,10,888,115,202,28,111,143,0,0,0,0,14,0,0,0,1,27,1,0
24976,EUW1_7556123603,85,7,202,113,126,56,27,72,235,901,0,0,0,4,67,0,0,0,0,46,0,1
24977,EUW1_7554527832,2,20,127,202,518,14,233,55,145,53,0,1,2,0,28,0,0,1,8,42,1,0
24978,EUW1_7554456038,98,121,245,901,517,420,35,61,222,111,0,1,3,6,49,1,0,1,8,50,1,0
24979,EUW1_7572261355,58,60,84,81,111,421,238,3,804,43,0,0,0,0,22,0,1,2,10,37,1,0
24980,EUW1_7572158338,266,76,142,81,526,799,64,38,110,43,1,1,2,12,37,0,0,1,2,18,0,1
24981,EUW1_7572029053,14,91,105,18,16,421,121,142,804,60,0,0,0,2,26,1,1,4,9,24,1,0
24982,EUW1_7571566220,122,238,103,221,117,27,121,142,81,235,0,0,1,1,28,0,1,2,12,52,1,0
24983,EUW1_7570191031,126,887,421,221,117,14,517,134,804,555,0,1,2,3,15,0,0,2,10,39,1,0
24984,EUW1_7570143331,799,421,142,202,497,58,246,61,81,99,0,1,0,1,17,1,0,4,10,33,1,0
24985,EUW1_7570082206,266,25,268,804,412,114,154,910,222,53,0,0,1,7,37,1,1,3,5,36,0,1
24986,EUW1_7570011243,421,20,517,523,412,893,35,134,202,432,0,0,2,6,25,0,1,1,1,11,0,1
24987,EUW1_7569912884,122,876,910,21,37,126,121,7,222,43,0,0,2,5,33,0,1,2,8,36,1,0
24988,EUW1_7569827192,14,59,26,222,518,98,35,103,360,412,0,0,1,1,6,0,1,2,2,21,1,0
24989,EUW1_7569802113,86,59,777,115,412,27,64,103,145,526,1,1,0,3,24,0,0,5,11,41,1,0
24990,EUW1_7572259053,150,234,34,804,526,875,517,134,16,78,0,0,1,4,16,0,1,2,3,20,1,0
24991,EUW1_7572228460,10,234,517,222,12,83,104,910,800,89,0,1,1,3,24,0,0,1,2,10,0,1
24992,EUW1_7572187620,58,78,134,81,43,48,64,45,145,201,0,1,1,2,13,1,0,3,10,30,1,0
24993,EUW1_7572141668,122,59,134,119,555,799,234,268,910,53,0,0,0,0,9,0,0,1,1,23,1,0
24994,EUW1_7572115233,150,80,3,96,432,48,20,134,81,800,0,0,1,3,22,0,0,0,0,5,0,1
24995,EUW1_7571015237,85,64,910,222,40,31,245,901,523,497,1,1,4,9,27,0,0,0,3,9,0,1
24996,EUW1_7570976009,31,5,134,51,432,48,78,84,910,26,0,0,2,4,28,2,1,3,9,42,1,0
24997,EUW1_7570161061,92,517,901,145,526,36,950,910,30,267,1,1,0,4,28,0,0,4,8,47,1,0
24998,EUW1_7570136877,68,5,134,51,518,897,91,84,145,142,0,0,2,1,12,0,1,0,5,28,1,0
24999,EUW1_7569934898,80,143,245,222,555,711,59,142,221,432,0,1,1,4,32,1,0,4,10,42,1,0
25000,EUW1_7570988939,799,234,134,161,526,421,517,103,110,53,0,1,3,10,25,0,0,0,3,12,0,1
25001,EUW1_7569998978,799,238,910,222,164,68,107,268,42,350,1,1,1,9,39,0,0,3,6,28,0,1
25002,EUW1_7568925116,799,246,163,804,43,421,64,134,222,111,0,0,1,2,15,1,1,2,11,22,1,0
25003,EUW1_7568848331,897,30,126,145,497,240,104,517,498,526,0,0,0,0,5,0,0,2,4,18,1,0
25004,EUW1_7568825503,777,154,84,110,432,266,76,4,42,53,1,0,2,9,29,0,1,1,3,20,0,1
25005,EUW1_7568776300,126,59,236,145,72,238,22,50,876,105,0,0,0,0,63,0,0,0,0,0,0,1
25006,EUW1_7567856935,27,35,103,222,412,41,245,76,145,111,2,1,2,8,47,0,0,3,3,35,0,1
25007,EUW1_7567725789,901,163,3,360,526,86,80,90,897,89,1,0,2,6,35,2,1,4,9,33,0,1
25008,EUW1_7566927909,893,203,3,222,117,19,64,61,51,432,0,0,1,1,12,0,1,2,9,36,1,0
25009,EUW1_7566837891,421,517,134,202,526,266,5,61,51,111,0,0,3,5,32,0,1,0,2,11,0,1
25010,EUW1_7566792172,76,56,38,145,497,240,64,163,42,147,1,0,1,10,27,0,1,2,5,27,0,1
25011,EUW1_7566709145,98,5,134,22,43,150,64,45,901,111,0,1,5,7,37,1,0,0,4,22,0,1
25012,EUW1_7566679498,106,14,126,63,267,266,887,157,22,111,0,0,1,4,17,1,1,4,10,25,1,0
25013,EUW1_7566533263,429,26,267,63,22,101,45,233,61,89,0,0,0,0,62,0,0,0,0,0,0,1
25014,EUW1_7565932992,164,48,103,235,201,799,62,112,145,497,1,1,3,7,28,0,0,1,3,9,0,1
25015,EUW1_7565841340,266,72,61,15,518,14,143,103,236,432,0,0,0,3,10,1,1,5,8,24,1,0
25016,EUW1_7572200129,79,234,39,901,497,68,120,43,30,201,1,0,3,7,38,0,1,1,2,25,0,1
25017,EUW1_7571636257,516,104,799,30,142,266,154,61,51,526,1,1,4,10,37,0,0,0,3,33,0,1
25018,EUW1_7571582682,92,64,84,45,12,39,234,245,15,432,0,1,2,5,29,0,0,1,2,17,0,1
25019,EUW1_7569241542,114,517,45,145,526,126,59,163,136,16,0,1,2,5,19,0,0,1,0,14,0,1
25020,EUW1_7566120345,74,107,7,895,12,14,246,43,18,78,1,0,2,7,43,1,1,1,7,44,1,0
25021,EUW1_7566065454,268,78,42,145,555,38,154,126,236,201,0,1,2,10,38,0,0,1,1,13,0,1
25022,EUW1_7565632944,799,121,518,18,117,114,950,69,202,497,0,0,0,1,11,0,1,3,9,30,1,0
25023,EUW1_7565579203,799,59,3,30,154,122,120,90,51,43,0,0,0,0,5,0,0,1,0,5,0,1
25024,EUW1_7564213319,266,64,163,901,26,126,238,166,800,526,0,0,1,4,17,1,1,4,11,37,1,0
25025,EUW1_7564178456,98,163,61,81,555,86,75,69,145,432,0,1,1,4,28,0,0,3,9,35,1,0
25026,EUW1_7564140767,133,20,517,901,497,86,28,103,202,526,0,0,0,2,12,0,1,2,9,33,1,0
25027,EUW1_7564104310,92,234,238,136,235,67,62,74,45,12,0,0,1,1,3,0,1,2,5,20,1,0
25028,EUW1_7564068287,777,104,38,74,267,266,517,157,145,526,0,0,0,4,17,1,1,2,11,38,1,0
25029,EUW1_7564032281,84,234,63,145,201,799,59,517,18,117,1,0,2,8,37,0,1,2,6,32,0,1
25030,EUW1_7564003194,799,234,910,145,111,19,75,163,81,412,0,0,1,2,19,0,1,3,10,38,1,0
25031,EUW1_7563970820,266,80,518,81,57,141,120,69,901,43,0,0,2,5,30,2,1,3,10,36,1,0
25032,EUW1_7572268738,14,121,134,222,43,141,238,61,96,117,2,0,4,13,55,0,1,1,3,34,0,1
25033,EUW1_7572243953,141,78,161,22,902,62,143,238,498,235,0,0,1,0,6,0,0,0,0,3,0,1
25034,EUW1_7571245658,10,77,800,67,16,72,32,69,17,157,2,1,5,11,43,1,0,2,8,48,0,1
25035,EUW1_7569217995,105,166,901,103,895,57,77,82,136,41,0,0,0,4,81,0,0,0,2,64,0,1
25036,EUW1_7569176914,350,99,360,4,26,526,523,6,3,893,0,0,0,2,53,0,0,0,4,53,1,0
25037,EUW1_7563710252,62,131,39,777,99,31,120,238,145,147,2,1,3,12,37,0,0,2,2,40,0,1
25038,EUW1_7563349882,17,24,61,360,76,34,238,517,67,518,0,0,3,3,31,0,1,0,3,31,0,1
25039,EUW1_7561291070,799,117,67,526,44,9,516,32,360,267,0,0,0,0,43,0,0,0,4,66,1,0
25040,EUW1_7561262698,111,106,131,51,136,81,910,147,38,110,0,0,0,4,46,0,0,0,0,47,0,1
25041,EUW1_7561098141,31,59,7,21,72,897,120,8,145,267,0,1,3,10,46,1,0,2,2,27,0,1
25042,EUW1_7561051777,69,141,90,804,147,110,20,25,17,44,0,0,0,2,5,0,1,3,4,24,1,0
25043,EUW1_7560578751,98,62,910,498,117,11,517,25,235,63,0,0,1,2,13,0,1,3,10,36,1,0
25044,EUW1_7560189093,82,107,25,22,37,893,58,39,145,117,2,0,3,8,50,1,1,3,9,47,1,0
25045,EUW1_7560161494,112,203,25,22,902,83,62,43,115,101,1,0,1,7,33,0,1,3,8,31,0,1
25046,EUW1_7560106363,266,20,38,112,412,141,517,25,22,902,0,1,0,4,43,1,0,4,9,49,1,0
25047,EUW1_7560042176,98,77,103,18,350,68,427,164,901,902,1,1,4,3,21,1,0,2,11,27,1,0
25048,EUW1_7560008590,875,121,25,22,147,115,203,45,145,902,0,0,1,4,23,0,0,0,0,4,0,1
25049,EUW1_7559879940,893,234,55,21,117,897,63,518,18,32,0,1,1,8,36,1,0,3,4,30,0,1
25050,EUW1_7570954912,68,59,234,523,518,83,121,163,90,43,1,0,4,10,25,0,1,0,3,9,0,1
25051,EUW1_7570901533,14,876,126,804,497,83,59,34,81,412,0,0,0,5,5,1,1,4,9,16,1,0
25052,EUW1_7553947402,142,236,121,34,21,163,888,59,498,910,0,0,0,4,65,0,0,0,1,68,0,1
25053,EUW1_7553923625,202,910,134,238,17,142,10,115,103,101,0,0,0,1,42,0,0,0,4,48,1,0
25054,EUW1_7553870690,114,106,61,21,53,24,59,3,804,201,0,0,2,1,19,1,1,2,11,34,1,0
25055,EUW1_7552477844,31,254,13,145,497,517,246,18,161,432,1,1,3,6,33,0,0,1,2,24,0,1
25056,EUW1_7552305340,67,96,76,910,101,6,63,50,142,202,0,0,0,4,64,0,0,0,0,33,0,1
25057,EUW1_7552265339,98,64,268,498,497,799,60,84,901,526,1,1,3,8,33,0,0,0,2,14,0,1
25058,EUW1_7552236923,266,517,3,236,267,114,131,61,222,111,0,1,1,7,32,0,0,2,4,12,0,1
25059,EUW1_7552192115,126,120,101,115,497,58,25,134,15,117,0,0,2,4,23,0,1,1,8,36,1,0
25060,EUW1_7552159564,68,246,13,202,53,126,64,112,15,43,1,1,2,9,29,0,0,2,4,16,0,1
25061,EUW1_7552144728,14,131,800,81,497,887,64,236,498,89,0,0,0,1,10,0,1,1,6,23,1,0
25062,EUW1_7552118507,92,238,25,22,53,897,59,134,221,117,0,1,0,4,28,1,0,5,9,38,1,0
25063,EUW1_7552101662,27,254,245,202,526,164,200,25,523,53,0,1,2,6,31,1,0,2,8,31,1,0
25064,EUW1_7549498867,266,114,106,517,526,76,895,32,48,90,0,0,0,0,40,0,0,0,4,49,1,0
25065,EUW1_7571214062,516,62,90,145,350,8,234,901,804,111,1,0,3,6,22,0,1,2,4,11,0,1
25066,EUW1_7571161428,98,59,893,222,12,141,62,134,67,350,1,1,3,8,34,0,0,2,9,35,1,0
25067,EUW1_7571070559,39,107,800,21,111,777,62,163,804,16,0,0,3,10,31,0,1,0,3,15,0,1
25068,EUW1_7567858901,122,9,910,22,147,266,62,800,145,12,0,0,2,3,20,2,1,4,10,28,1,0
25069,EUW1_7566765956,114,62,134,67,497,887,234,61,145,111,0,1,2,9,23,0,0,0,2,5,0,1
25070,EUW1_7563167665,83,234,45,236,555,31,62,910,67,350,0,1,2,4,17,0,0,1,4,29,1,0
25071,EUW1_7563097653,799,517,157,21,350,777,76,112,22,117,0,0,1,6,38,1,1,4,8,35,1,0
25072,EUW1_7560745042,897,62,134,222,350,98,59,61,81,43,0,1,1,9,23,0,0,2,2,18,0,1
25073,EUW1_7560025992,799,62,103,804,43,64,517,142,222,902,0,1,1,3,15,1,0,3,9,34,1,0
25074,EUW1_7559909275,266,200,163,29,518,31,62,910,15,526,1,0,1,10,35,0,1,3,6,25,0,1
25075,EUW1_7559804420,24,62,103,51,518,58,163,18,523,432,1,1,2,10,33,0,0,1,4,23,0,1
25076,EUW1_7559757985,69,78,800,96,117,92,120,41,18,518,0,0,1,0,12,1,1,2,9,31,1,0
25077,EUW1_7556005193,14,131,799,30,555,80,950,134,81,9,0,0,2,2,31,0,0,0,0,6,0,1
25078,EUW1_7551489407,80,106,134,145,43,77,62,21,90,111,1,1,4,10,35,0,0,1,2,17,0,1
25079,EUW1_7551447461,80,120,517,221,350,79,64,950,222,76,0,1,2,1,24,0,0,1,2,12,0,1
25080,EUW1_7551139217,92,78,518,22,412,58,60,13,18,432,0,0,0,0,10,0,0,1,4,24,1,0
25081,EUW1_7571133563,145,166,81,517,51,800,246,55,161,526,0,0,0,4,64,0,0,0,1,62,0,1
25082,EUW1_7570700115,114,56,105,202,99,64,77,8,145,26,0,0,0,4,19,0,0,1,0,5,0,1
25083,EUW1_7570125446,516,64,7,236,44,86,35,133,30,24,0,0,1,3,29,1,1,2,9,43,1,0
25084,EUW1_7569573649,85,91,245,804,117,122,234,134,119,53,0,0,1,5,32,0,0,1,1,14,0,1
25085,EUW1_7569502810,41,64,103,221,117,24,35,157,236,53,0,1,3,5,22,0,0,0,2,5,0,1
25086,EUW1_7569101080,875,234,1,18,412,897,59,910,42,526,1,1,4,8,35,1,0,2,6,30,0,1
25087,EUW1_7568563773,58,121,84,910,497,122,59,55,21,432,0,1,2,3,26,0,0,3,8,24,1,0
25088,EUW1_7568543650,41,800,22,15,86,202,412,43,11,134,0,0,0,4,51,0,0,0,1,43,0,1
25089,EUW1_7568525346,81,22,35,526,75,126,7,17,516,235,0,0,0,4,43,0,0,0,0,24,0,1
25090,EUW1_7568245691,27,48,163,222,526,897,5,103,96,117,0,0,1,2,24,1,1,3,11,40,1,0
25091,EUW1_7571131735,150,59,13,222,902,897,5,4,523,117,0,1,2,9,26,1,0,1,2,14,0,1
25092,EUW1_7570936214,39,131,13,145,12,58,36,163,800,111,1,1,1,9,26,0,0,3,1,22,0,1
25093,EUW1_7569973478,82,35,84,15,117,48,421,112,222,40,1,1,0,3,17,1,0,5,8,22,1,0
25094,EUW1_7569945507,126,421,34,161,60,82,77,39,145,16,0,1,2,5,38,0,0,2,1,23,0,1
25095,EUW1_7568970432,24,76,166,67,518,799,59,910,222,10,0,1,2,5,23,1,0,2,8,27,1,0
25096,EUW1_7568898436,24,106,163,18,201,114,517,777,221,111,0,1,3,3,20,0,0,0,3,9,0,1
